INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
1,1,FIXED,2013/5/6,14:4:48,2013/5/6,15:4:48,400,51.791610,N,1.172154,W,205.977448,2.427052,24.240530,0.000000,0.000000,0.000000
2,1,FIXED,2013/5/6,14:4:48,2013/5/6,15:4:48,600,51.792245,N,1.171692,W,157.908066,2.048186,198.610765,0.000000,0.000000,0.000000
3,1,FIXED,2013/5/6,14:4:48,2013/5/6,15:4:48,800,51.791652,N,1.172014,W,211.200577,2.255452,26.118801,0.000000,0.000000,0.000000
4,1,FIXED,2013/5/6,14:4:49,2013/5/6,15:4:49,0,51.791681,N,1.171991,W,208.123291,2.172001,23.980529,0.000000,0.000000,0.000000
5,1,FIXED,2013/5/6,14:4:49,2013/5/6,15:4:49,200,51.791704,N,1.171975,W,205.455261,1.744004,25.934855,0.000000,0.000000,0.000000
6,1,FIXED,2013/5/6,14:4:49,2013/5/6,15:4:49,400,51.791888,N,1.171830,W,191.394547,1.385281,22.702805,0.000000,0.000000,0.000000
7,1,FIXED,2013/5/6,14:4:49,2013/5/6,15:4:49,600,51.791924,N,1.171806,W,187.494400,0.999247,67.626621,0.000000,0.000000,0.000000
8,1,FIXED,2013/5/6,14:4:49,2013/5/6,15:4:49,800,51.791929,N,1.171786,W,185.404724,0.703167,46.299418,0.000000,0.000000,0.000000
9,1,FIXED,2013/5/6,14:4:50,2013/5/6,15:4:50,1,51.791939,N,1.171769,W,183.257538,0.648232,36.805398,0.000000,0.000000,0.000000
10,1,FIXED,2013/5/6,14:4:50,2013/5/6,15:4:50,201,51.791955,N,1.171750,W,181.227890,0.475231,37.512297,0.000000,0.000000,0.000000
11,1,FIXED,2013/5/6,14:4:50,2013/5/6,15:4:50,401,51.791969,N,1.171732,W,180.047729,0.600200,3.005814,0.000000,0.000000,0.000000
12,1,FIXED,2013/5/6,14:4:50,2013/5/6,15:4:50,601,51.791973,N,1.171732,W,179.163193,0.564872,281.333000,0.000000,0.000000,0.000000
13,1,FIXED,2013/5/6,14:4:50,2013/5/6,15:4:50,801,51.791974,N,1.171736,W,178.204727,0.611782,28.002855,0.000000,0.000000,0.000000
14,1,FIXED,2013/5/6,14:4:51,2013/5/6,15:4:51,0,51.791983,N,1.171728,W,176.928818,0.769907,46.549370,0.000000,0.000000,0.000000
15,1,FIXED,2013/5/6,14:4:51,2013/5/6,15:4:51,200,51.791983,N,1.171728,W,175.651428,0.899007,57.090437,0.000000,0.000000,0.000000
16,1,FIXED,2013/5/6,14:4:51,2013/5/6,15:4:51,400,51.791986,N,1.171721,W,174.677963,1.028906,46.731423,0.000000,0.000000,0.000000
17,1,FIXED,2013/5/6,14:4:51,2013/5/6,15:4:51,600,51.791990,N,1.171713,W,174.046906,1.052534,37.085051,0.000000,0.000000,0.000000
18,1,FIXED,2013/5/6,14:4:51,2013/5/6,15:4:51,800,51.791997,N,1.171705,W,173.657227,0.707880,136.907416,0.000000,0.000000,0.000000
19,1,FIXED,2013/5/6,14:4:52,2013/5/6,15:4:52,0,51.791993,N,1.171699,W,173.140579,0.681338,151.844973,0.000000,0.000000,0.000000
20,1,FIXED,2013/5/6,14:4:52,2013/5/6,15:4:52,200,51.791990,N,1.171696,W,172.634827,0.663795,159.481355,0.000000,0.000000,0.000000
21,1,FIXED,2013/5/6,14:4:52,2013/5/6,15:4:52,400,51.791984,N,1.171693,W,172.183685,0.661825,168.372405,0.000000,0.000000,0.000000
22,1,FIXED,2013/5/6,14:4:52,2013/5/6,15:4:52,600,51.791981,N,1.171692,W,171.508286,0.644184,236.303036,0.000000,0.000000,0.000000
23,1,FIXED,2013/5/6,14:4:52,2013/5/6,15:4:52,800,51.791979,N,1.171697,W,171.186813,0.572568,198.310897,0.000000,0.000000,0.000000
24,1,FIXED,2013/5/6,14:4:53,2013/5/6,15:4:53,0,51.791976,N,1.171699,W,170.994980,0.564108,170.526928,0.000000,0.000000,0.000000
25,1,FIXED,2013/5/6,14:4:53,2013/5/6,15:4:53,200,51.791971,N,1.171697,W,170.862793,0.636862,190.436667,0.000000,0.000000,0.000000
26,1,FIXED,2013/5/6,14:4:53,2013/5/6,15:4:53,400,51.791964,N,1.171700,W,170.638657,0.602271,201.789234,0.000000,0.000000,0.000000
27,1,FIXED,2013/5/6,14:4:53,2013/5/6,15:4:53,600,51.791958,N,1.171703,W,170.394913,0.497064,176.385462,0.000000,0.000000,0.000000
28,1,FIXED,2013/5/6,14:4:53,2013/5/6,15:4:53,800,51.791958,N,1.171703,W,170.213699,0.428539,35.327600,0.000000,0.000000,0.000000
29,1,FIXED,2013/5/6,14:4:54,2013/5/6,15:4:54,0,51.791960,N,1.171701,W,170.153839,0.832487,101.281913,0.000000,0.000000,0.000000
30,1,FIXED,2013/5/6,14:4:54,2013/5/6,15:4:54,200,51.791960,N,1.171697,W,169.873154,0.795733,141.892611,0.000000,0.000000,0.000000
31,1,FIXED,2013/5/6,14:4:54,2013/5/6,15:4:54,400,51.791956,N,1.171692,W,169.492203,0.399035,53.524557,0.000000,0.000000,0.000000
32,1,FIXED,2013/5/6,14:4:54,2013/5/6,15:4:54,600,51.791960,N,1.171684,W,169.194809,0.233564,41.165303,0.000000,0.000000,0.000000
33,1,FIXED,2013/5/6,14:4:54,2013/5/6,15:4:54,800,51.791963,N,1.171678,W,168.849167,0.198947,47.638440,0.000000,0.000000,0.000000
34,1,FIXED,2013/5/6,14:4:55,2013/5/6,15:4:55,0,51.791967,N,1.171672,W,168.615067,0.170656,35.901381,0.000000,0.000000,0.000000
35,1,FIXED,2013/5/6,14:4:55,2013/5/6,15:4:55,200,51.791970,N,1.171669,W,168.552185,0.118114,219.150353,0.000000,0.000000,0.000000
36,1,FIXED,2013/5/6,14:4:55,2013/5/6,15:4:55,400,51.791968,N,1.171670,W,168.647720,0.187247,32.880331,0.000000,0.000000,0.000000
37,1,FIXED,2013/5/6,14:4:55,2013/5/6,15:4:55,600,51.791969,N,1.171669,W,168.622574,0.111231,326.293805,0.000000,0.000000,0.000000
38,1,FIXED,2013/5/6,14:4:55,2013/5/6,15:4:55,800,51.791970,N,1.171670,W,168.584839,0.142232,17.030238,0.000000,0.000000,0.000000
39,1,FIXED,2013/5/6,14:4:56,2013/5/6,15:4:56,0,51.791970,N,1.171670,W,168.559082,0.112378,44.208007,0.000000,0.000000,0.000000
40,1,FIXED,2013/5/6,14:4:56,2013/5/6,15:4:56,200,51.791971,N,1.171669,W,168.457626,0.067314,44.658662,0.000000,0.000000,0.000000
41,1,FIXED,2013/5/6,14:4:56,2013/5/6,15:4:56,400,51.791972,N,1.171666,W,168.298370,0.159700,29.006908,0.000000,0.000000,0.000000
42,1,FIXED,2013/5/6,14:4:56,2013/5/6,15:4:56,600,51.791973,N,1.171665,W,168.153290,0.093197,48.816676,0.000000,0.000000,0.000000
43,1,FIXED,2013/5/6,14:4:56,2013/5/6,15:4:56,800,51.791974,N,1.171663,W,168.056488,0.205594,48.180374,0.000000,0.000000,0.000000
44,1,FIXED,2013/5/6,14:4:57,2013/5/6,15:4:57,0,51.791976,N,1.171661,W,167.873154,0.196064,50.064910,0.000000,0.000000,0.000000
45,1,FIXED,2013/5/6,14:4:57,2013/5/6,15:4:57,200,51.791976,N,1.171660,W,167.759369,0.137723,265.328038,0.000000,0.000000,0.000000
46,1,FIXED,2013/5/6,14:4:59,2013/5/6,15:4:59,600,51.791970,N,1.171793,W,165.704681,0.601847,65.984521,0.000000,0.000000,0.000000
47,1,FIXED,2013/5/6,14:4:59,2013/5/6,15:4:59,800,51.791999,N,1.171687,W,171.408981,0.642923,52.338432,0.000000,0.000000,0.000000
48,1,FIXED,2013/5/6,14:5:0,2013/5/6,15:5:0,0,51.792014,N,1.171656,W,171.395844,0.647826,36.994031,0.000000,0.000000,0.000000
49,1,FIXED,2013/5/6,14:5:0,2013/5/6,15:5:0,200,51.792027,N,1.171640,W,170.435120,0.710409,87.549250,0.000000,0.000000,0.000000
50,1,FIXED,2013/5/6,14:5:0,2013/5/6,15:5:0,400,51.792027,N,1.171623,W,170.782837,0.686785,72.439556,0.000000,0.000000,0.000000
51,1,FIXED,2013/5/6,14:5:0,2013/5/6,15:5:0,600,51.792029,N,1.171611,W,171.029404,0.475399,68.947659,0.000000,0.000000,0.000000
