INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
1,1,FIXED,2013/5/3,13:0:32,2013/5/3,14:0:32,400,51.792053,N,1.171642,W,175.463654,0.294226,187.365453,0.000000,0.000000,0.000000
2,1,FIXED,2013/5/3,13:0:32,2013/5/3,14:0:32,600,51.792033,N,1.171646,W,173.562622,0.179879,169.735228,0.000000,0.000000,0.000000
3,1,FIXED,2013/5/3,13:0:32,2013/5/3,14:0:32,800,51.792013,N,1.171640,W,169.742157,0.114596,356.935296,0.000000,0.000000,0.000000
4,1,FIXED,2013/5/3,13:0:33,2013/5/3,14:0:33,0,51.792023,N,1.171641,W,169.970169,0.078442,5.083086,0.000000,0.000000,0.000000
5,1,FIXED,2013/5/3,13:0:33,2013/5/3,14:0:33,200,51.792033,N,1.171640,W,169.112915,0.043484,31.468454,0.000000,0.000000,0.000000
6,1,FIXED,2013/5/3,13:0:33,2013/5/3,14:0:33,400,51.792039,N,1.171634,W,167.859329,0.069847,15.243559,0.000000,0.000000,0.000000
7,1,FIXED,2013/5/3,13:0:33,2013/5/3,14:0:33,600,51.792050,N,1.171629,W,167.406204,0.069680,335.075415,0.000000,0.000000,0.000000
8,1,FIXED,2013/5/3,13:0:33,2013/5/3,14:0:33,800,51.792053,N,1.171631,W,166.398972,0.040456,338.643282,0.000000,0.000000,0.000000
9,1,FIXED,2013/5/3,13:0:34,2013/5/3,14:0:34,0,51.792063,N,1.171638,W,166.770477,0.102030,334.675403,0.000000,0.000000,0.000000
10,1,FIXED,2013/5/3,13:0:34,2013/5/3,14:0:34,200,51.792074,N,1.171646,W,167.609650,0.165959,334.655007,0.000000,0.000000,0.000000
11,1,FIXED,2013/5/3,13:0:34,2013/5/3,14:0:34,400,51.792082,N,1.171652,W,168.452866,0.148443,317.562598,0.000000,0.000000,0.000000
12,1,FIXED,2013/5/3,13:0:34,2013/5/3,14:0:34,600,51.792087,N,1.171660,W,169.558975,0.117902,315.636255,0.000000,0.000000,0.000000
13,1,FIXED,2013/5/3,13:0:34,2013/5/3,14:0:34,800,51.792093,N,1.171670,W,170.966003,0.095797,323.493954,0.000000,0.000000,0.000000
14,1,FIXED,2013/5/3,13:0:35,2013/5/3,14:0:35,0,51.792099,N,1.171677,W,171.869888,0.098148,327.620200,0.000000,0.000000,0.000000
15,1,FIXED,2013/5/3,13:0:35,2013/5/3,14:0:35,200,51.792107,N,1.171685,W,173.260223,0.071805,327.447558,0.000000,0.000000,0.000000
16,1,FIXED,2013/5/3,13:0:35,2013/5/3,14:0:35,400,51.792116,N,1.171694,W,174.901169,0.051162,274.877297,0.000000,0.000000,0.000000
17,1,FIXED,2013/5/3,13:0:35,2013/5/3,14:0:35,600,51.792116,N,1.171699,W,175.099930,0.047602,313.103517,0.000000,0.000000,0.000000
18,1,FIXED,2013/5/3,13:0:35,2013/5/3,14:0:35,800,51.792120,N,1.171707,W,175.886261,0.010537,335.503731,0.000000,0.000000,0.000000
19,1,FIXED,2013/5/3,13:0:36,2013/5/3,14:0:36,0,51.792128,N,1.171712,W,176.767700,0.064528,340.294316,0.000000,0.000000,0.000000
20,1,FIXED,2013/5/3,13:0:36,2013/5/3,14:0:36,200,51.792134,N,1.171716,W,177.303726,0.060914,293.969670,0.000000,0.000000,0.000000
21,1,FIXED,2013/5/3,13:0:36,2013/5/3,14:0:36,400,51.792135,N,1.171719,W,177.192856,0.021479,309.806078,0.000000,0.000000,0.000000
22,1,FIXED,2013/5/3,13:0:36,2013/5/3,14:0:36,600,51.792135,N,1.171720,W,177.064316,0.014345,357.419599,0.000000,0.000000,0.000000
23,1,FIXED,2013/5/3,13:0:36,2013/5/3,14:0:36,800,51.792137,N,1.171720,W,177.029053,0.206876,218.148069,0.000000,0.000000,0.000000
24,1,FIXED,2013/5/3,13:0:37,2013/5/3,14:0:37,0,51.792135,N,1.171722,W,176.777084,0.015068,163.109513,0.000000,0.000000,0.000000
25,1,FIXED,2013/5/3,13:0:37,2013/5/3,14:0:37,200,51.792133,N,1.171721,W,176.303757,0.137102,179.295925,0.000000,0.000000,0.000000
26,1,FIXED,2013/5/3,13:0:37,2013/5/3,14:0:37,400,51.792127,N,1.171721,W,175.578140,0.151908,280.710151,0.000000,0.000000,0.000000
27,1,FIXED,2013/5/3,13:0:37,2013/5/3,14:0:37,600,51.792128,N,1.171726,W,175.919174,0.116421,230.459889,0.000000,0.000000,0.000000
28,1,FIXED,2013/5/3,13:0:37,2013/5/3,14:0:37,800,51.792126,N,1.171729,W,175.932068,0.092575,253.491708,0.000000,0.000000,0.000000
29,1,FIXED,2013/5/3,13:0:38,2013/5/3,14:0:38,0,51.792126,N,1.171731,W,176.051956,0.090405,208.573673,0.000000,0.000000,0.000000
30,1,FIXED,2013/5/3,13:0:38,2013/5/3,14:0:38,200,51.792125,N,1.171732,W,176.072052,0.056749,316.214250,0.000000,0.000000,0.000000
31,1,FIXED,2013/5/3,13:0:38,2013/5/3,14:0:38,400,51.792126,N,1.171733,W,176.442917,0.071357,333.672450,0.000000,0.000000,0.000000
32,1,FIXED,2013/5/3,13:0:38,2013/5/3,14:0:38,600,51.792129,N,1.171736,W,177.038986,0.051506,334.353513,0.000000,0.000000,0.000000
33,1,FIXED,2013/5/3,13:0:38,2013/5/3,14:0:38,800,51.792133,N,1.171739,W,177.742264,0.064856,340.958920,0.000000,0.000000,0.000000
34,1,FIXED,2013/5/3,13:0:39,2013/5/3,14:0:39,0,51.792137,N,1.171741,W,178.429840,0.111405,318.500281,0.000000,0.000000,0.000000
35,1,FIXED,2013/5/3,13:0:39,2013/5/3,14:0:39,200,51.792139,N,1.171744,W,178.987045,0.102763,311.818160,0.000000,0.000000,0.000000
36,1,FIXED,2013/5/3,13:0:39,2013/5/3,14:0:39,400,51.792140,N,1.171746,W,179.289459,0.053696,319.087864,0.000000,0.000000,0.000000
37,1,FIXED,2013/5/3,13:0:39,2013/5/3,14:0:39,600,51.792141,N,1.171748,W,179.628326,0.012411,292.800853,0.000000,0.000000,0.000000
38,1,FIXED,2013/5/3,13:0:39,2013/5/3,14:0:39,800,51.792142,N,1.171750,W,179.848785,0.032070,271.623879,0.000000,0.000000,0.000000
39,1,FIXED,2013/5/3,13:0:40,2013/5/3,14:0:40,0,51.792142,N,1.171752,W,179.950577,0.056476,289.866525,0.000000,0.000000,0.000000
40,1,FIXED,2013/5/3,13:0:40,2013/5/3,14:0:40,200,51.792142,N,1.171755,W,180.061783,0.050967,319.570644,0.000000,0.000000,0.000000
41,1,FIXED,2013/5/3,13:0:40,2013/5/3,14:0:40,400,51.792144,N,1.171757,W,180.253342,0.053761,323.130223,0.000000,0.000000,0.000000
42,1,FIXED,2013/5/3,13:0:40,2013/5/3,14:0:40,600,51.792146,N,1.171759,W,180.618179,0.074274,323.887881,0.000000,0.000000,0.000000
43,1,FIXED,2013/5/3,13:0:40,2013/5/3,14:0:40,800,51.792147,N,1.171761,W,180.952545,0.078863,262.193922,0.000000,0.000000,0.000000
44,1,FIXED,2013/5/3,13:0:41,2013/5/3,14:0:41,0,51.792147,N,1.171762,W,181.080856,0.058663,280.384592,0.000000,0.000000,0.000000
45,1,FIXED,2013/5/3,13:0:41,2013/5/3,14:0:41,200,51.792147,N,1.171764,W,181.292603,0.050128,196.659664,0.000000,0.000000,0.000000
46,1,FIXED,2013/5/3,13:0:41,2013/5/3,14:0:41,400,51.792146,N,1.171765,W,181.327835,0.072746,182.167945,0.000000,0.000000,0.000000
47,1,FIXED,2013/5/3,13:0:41,2013/5/3,14:0:41,600,51.792144,N,1.171765,W,181.227493,0.084057,185.776576,0.000000,0.000000,0.000000
48,1,FIXED,2013/5/3,13:0:41,2013/5/3,14:0:41,800,51.792143,N,1.171765,W,181.191895,0.076528,282.766533,0.000000,0.000000,0.000000
49,1,FIXED,2013/5/3,13:0:42,2013/5/3,14:0:42,0,51.792143,N,1.171766,W,181.301010,0.100278,193.048941,0.000000,0.000000,0.000000
50,1,FIXED,2013/5/3,13:0:42,2013/5/3,14:0:42,200,51.792142,N,1.171766,W,181.235519,0.102166,253.531337,0.000000,0.000000,0.000000
51,1,FIXED,2013/5/3,13:0:42,2013/5/3,14:0:42,400,51.792142,N,1.171767,W,181.076370,0.116692,331.057376,0.000000,0.000000,0.000000
52,1,FIXED,2013/5/3,13:0:42,2013/5/3,14:0:42,600,51.792144,N,1.171769,W,181.292862,0.081420,322.220262,0.000000,0.000000,0.000000
53,1,FIXED,2013/5/3,13:0:42,2013/5/3,14:0:42,800,51.792146,N,1.171771,W,181.522293,0.096102,322.466727,0.000000,0.000000,0.000000
54,1,FIXED,2013/5/3,13:0:43,2013/5/3,14:0:43,0,51.792148,N,1.171774,W,181.774734,0.099874,305.181046,0.000000,0.000000,0.000000
55,1,FIXED,2013/5/3,13:0:43,2013/5/3,14:0:43,200,51.792149,N,1.171776,W,181.942352,0.169486,265.428774,0.000000,0.000000,0.000000
56,1,FIXED,2013/5/3,13:0:43,2013/5/3,14:0:43,400,51.792149,N,1.171777,W,181.876251,0.204500,346.006714,0.000000,0.000000,0.000000
57,1,FIXED,2013/5/3,13:0:43,2013/5/3,14:0:43,600,51.792152,N,1.171778,W,182.056473,0.224708,340.756371,0.000000,0.000000,0.000000
58,1,FIXED,2013/5/3,13:0:43,2013/5/3,14:0:43,800,51.792155,N,1.171780,W,182.316452,0.205458,335.007758,0.000000,0.000000,0.000000
59,1,FIXED,2013/5/3,13:0:44,2013/5/3,14:0:44,0,51.792157,N,1.171781,W,182.540085,0.204514,343.444650,0.000000,0.000000,0.000000
60,1,FIXED,2013/5/3,13:0:44,2013/5/3,14:0:44,200,51.792159,N,1.171783,W,182.855759,0.176942,352.619872,0.000000,0.000000,0.000000
61,1,FIXED,2013/5/3,13:0:44,2013/5/3,14:0:44,400,51.792161,N,1.171783,W,183.115784,0.177412,86.285220,0.000000,0.000000,0.000000
62,1,FIXED,2013/5/3,13:0:44,2013/5/3,14:0:44,600,51.792161,N,1.171782,W,183.035172,0.124739,223.351432,0.000000,0.000000,0.000000
63,1,FIXED,2013/5/3,13:0:44,2013/5/3,14:0:44,800,51.792161,N,1.171783,W,183.020844,0.147471,11.643983,0.000000,0.000000,0.000000
64,1,FIXED,2013/5/3,13:0:45,2013/5/3,14:0:45,0,51.792162,N,1.171782,W,183.166016,0.064071,8.430133,0.000000,0.000000,0.000000
65,1,FIXED,2013/5/3,13:0:45,2013/5/3,14:0:45,200,51.792163,N,1.171782,W,183.239410,0.099346,2.066357,0.000000,0.000000,0.000000
66,1,FIXED,2013/5/3,13:0:45,2013/5/3,14:0:45,400,51.792164,N,1.171782,W,183.340607,0.041376,99.644307,0.000000,0.000000,0.000000
