INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
1,1,FIXED,2013/5/25,10:19:27,2013/5/25,11:19:27,0,51.792343,N,1.171807,W,150.004211,0.718378,153.971761,0.000000,0.000000,0.000000
2,1,FIXED,2013/5/25,10:19:27,2013/5/25,11:19:27,200,51.792337,N,1.171802,W,150.000641,0.572918,175.651922,0.000000,0.000000,0.000000
3,1,FIXED,2013/5/25,10:19:27,2013/5/25,11:19:27,400,51.792317,N,1.171800,W,149.963562,0.137772,169.017326,0.000000,0.000000,0.000000
4,1,FIXED,2013/5/25,10:19:27,2013/5/25,11:19:27,600,51.792305,N,1.171796,W,149.951584,0.146414,156.703979,0.000000,0.000000,0.000000
5,1,FIXED,2013/5/25,10:19:27,2013/5/25,11:19:27,800,51.792302,N,1.171794,W,149.955261,0.212820,107.438192,0.000000,0.000000,0.000000
6,1,FIXED,2013/5/25,10:19:28,2013/5/25,11:19:28,0,51.792302,N,1.171793,W,149.957611,0.261979,242.395754,0.000000,0.000000,0.000000
7,1,FIXED,2013/5/25,10:19:28,2013/5/25,11:19:28,200,51.792302,N,1.171793,W,149.959396,0.314029,174.113732,0.000000,0.000000,0.000000
8,1,FIXED,2013/5/25,10:19:28,2013/5/25,11:19:28,400,51.792299,N,1.171793,W,149.959412,0.330000,196.165782,0.000000,0.000000,0.000000
9,1,FIXED,2013/5/25,10:19:28,2013/5/25,11:19:28,600,51.792299,N,1.171793,W,149.958206,0.393022,239.317822,0.000000,0.000000,0.000000
10,1,FIXED,2013/5/25,10:19:28,2013/5/25,11:19:28,800,51.792299,N,1.171794,W,149.957977,0.531006,343.083686,0.000000,0.000000,0.000000
11,1,FIXED,2013/5/25,10:19:29,2013/5/25,11:19:29,0,51.792301,N,1.171795,W,149.959335,0.509609,313.866023,0.000000,0.000000,0.000000
12,1,FIXED,2013/5/25,10:19:29,2013/5/25,11:19:29,200,51.792302,N,1.171796,W,149.959488,0.669205,236.991288,0.000000,0.000000,0.000000
13,1,FIXED,2013/5/25,10:19:29,2013/5/25,11:19:29,400,51.792301,N,1.171797,W,149.960159,0.650870,304.942309,0.000000,0.000000,0.000000
14,1,FIXED,2013/5/25,10:19:29,2013/5/25,11:19:29,600,51.792303,N,1.171799,W,149.959579,0.539775,307.887108,0.000000,0.000000,0.000000
15,1,FIXED,2013/5/25,10:19:29,2013/5/25,11:19:29,800,51.792303,N,1.171801,W,149.959488,0.500323,348.327150,0.000000,0.000000,0.000000
16,1,FIXED,2013/5/25,10:19:30,2013/5/25,11:19:30,0,51.792306,N,1.171802,W,149.960342,0.503225,6.360677,0.000000,0.000000,0.000000
17,1,FIXED,2013/5/25,10:19:30,2013/5/25,11:19:30,200,51.792308,N,1.171802,W,149.961609,0.486336,15.958063,0.000000,0.000000,0.000000
