INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
49,1,FIXED,2013/5/31,11:05:00,2013/5/31,12:05:00,0,51.792007,N,1.171661,W,158.672775,0.121475,317.536087,0,0,0
50,1,FIXED,2013/5/31,11:05:00,2013/5/31,12:05:00,200,51.792007,N,1.171662,W,158.830322,0.10751,343.437382,0,0,0
51,1,FIXED,2013/5/31,11:05:00,2013/5/31,12:05:00,400,51.792007,N,1.171662,W,158.986877,0.154768,330.195056,0,0,0
52,1,FIXED,2013/5/31,11:05:00,2013/5/31,12:05:00,600,51.792008,N,1.171663,W,159.165436,0.107798,327.830835,0,0,0
53,1,FIXED,2013/5/31,11:05:00,2013/5/31,12:05:00,800,51.792009,N,1.171663,W,159.294678,0.131786,235.927814,0,0,0
54,1,FIXED,2013/5/31,11:05:01,2013/5/31,12:05:01,0,51.792008,N,1.171664,W,159.361481,0.243064,119.325989,0,0,0
55,1,FIXED,2013/5/31,11:05:01,2013/5/31,12:05:01,200,51.792008,N,1.171663,W,159.487076,0.143033,144.346877,0,0,0
56,1,FIXED,2013/5/31,11:05:01,2013/5/31,12:05:01,400,51.792008,N,1.171663,W,159.644836,0.145001,142.479231,0,0,0
57,1,FIXED,2013/5/31,11:05:01,2013/5/31,12:05:01,600,51.792007,N,1.171662,W,159.863586,0.133865,109.762516,0,0,0
58,1,FIXED,2013/5/31,11:05:01,2013/5/31,12:05:01,800,51.792007,N,1.171662,W,160.127869,0.122693,338.276818,0,0,0
59,1,FIXED,2013/5/31,11:05:02,2013/5/31,12:05:02,0,51.792007,N,1.171662,W,160.32048,0.12197,327.965631,0,0,0
60,1,FIXED,2013/5/31,11:05:02,2013/5/31,12:05:02,200,51.792008,N,1.171662,W,160.502274,0.13411,118.785698,0,0,0
61,1,FIXED,2013/5/31,11:05:02,2013/5/31,12:05:02,400,51.792008,N,1.171662,W,160.604324,0.109977,347.113347,0,0,0
62,1,FIXED,2013/5/31,11:05:02,2013/5/31,12:05:02,600,51.792008,N,1.171662,W,160.751633,0.13331,344.929266,0,0,0
63,1,FIXED,2013/5/31,11:05:02,2013/5/31,12:05:02,800,51.792008,N,1.171662,W,160.876389,0.088745,348.102024,0,0,0
64,1,FIXED,2013/5/31,11:05:03,2013/5/31,12:05:03,0,51.792009,N,1.171663,W,161.011139,0.107357,348.960542,0,0,0
65,1,FIXED,2013/5/31,11:05:03,2013/5/31,12:05:03,200,51.792009,N,1.171663,W,161.119293,0.123833,351.708016,0,0,0
66,1,FIXED,2013/5/31,11:05:03,2013/5/31,12:05:03,400,51.79201,N,1.171663,W,161.26561,0.083521,342.35273,0,0,0
67,1,FIXED,2013/5/31,11:05:03,2013/5/31,12:05:03,600,51.79201,N,1.171663,W,161.361908,0.079404,6.235153,0,0,0
68,1,FIXED,2013/5/31,11:05:03,2013/5/31,12:05:03,800,51.79201,N,1.171663,W,161.499268,0.06165,317.384501,0,0,0
69,1,FIXED,2013/5/31,11:05:04,2013/5/31,12:05:04,0,51.792011,N,1.171663,W,161.611404,0.068018,118.756135,0,0,0
70,1,FIXED,2013/5/31,11:05:04,2013/5/31,12:05:04,200,51.79201,N,1.171663,W,161.761459,0.235371,5.569319,0,0,0
71,1,FIXED,2013/5/31,11:05:04,2013/5/31,12:05:04,400,51.792011,N,1.171662,W,161.905807,0.254025,355.829845,0,0,0
72,1,FIXED,2013/5/31,11:05:04,2013/5/31,12:05:04,600,51.792012,N,1.171663,W,162.039749,0.233272,352.423802,0,0,0
73,1,FIXED,2013/5/31,11:05:04,2013/5/31,12:05:04,800,51.792013,N,1.171663,W,162.190369,0.166738,342.826907,0,0,0
74,1,FIXED,2013/5/31,11:05:05,2013/5/31,12:05:05,0,51.792013,N,1.171663,W,162.309143,0.139181,336.920382,0,0,0
75,1,FIXED,2013/5/31,11:05:05,2013/5/31,12:05:05,200,51.792014,N,1.171664,W,162.401993,0.113204,347.514436,0,0,0
76,1,FIXED,2013/5/31,11:05:05,2013/5/31,12:05:05,400,51.792015,N,1.171664,W,162.535934,0.044577,352.618753,0,0,0
